['ENSG00000198763', 'ENSMUSG00000064345', 'ENSGALG00000043768', 'ENSRNOG00000031033', 'ENSOCUG00000029090', 'ENSMODG00000021566', 'ENSMMUG00000065356']
['ENSG00000182156', 'ENSMUSG00000046697', 'ENSGALG00000013743', 'ENSRNOG00000047026', 'ENSOCUG00000024703', 'ENSMODG00000002127', 'ENSMMUG00000016414']
['ENSG00000141582', 'ENSMUSG00000039989', 'ENSGALG00000035911', 'ENSRNOG00000046207', 'ENSOCUG00000015768', 'ENSMODG00000002142', 'ENSMMUG00000016418']
['ENSG00000167291', 'ENSMUSG00000039976', 'ENSGALG00000007054', 'ENSRNOG00000049758', 'ENSOCUG00000000911', 'ENSMODG00000002161', 'ENSMMUG00000020840']
['ENSG00000181523', 'ENSMUSG00000005043', 'ENSGALG00000007027', 'ENSRNOG00000049552', 'ENSOCUG00000035863', 'ENSMODG00000002222', 'ENSMMUG00000002849']
['ENSG00000181045', 'ENSMUSG00000039908', 'ENSGALG00000007018', 'ENSRNOG00000030537', 'ENSOCUG00000007777', 'ENSMODG00000002254', 'ENSMMUG00000002850']
['ENSG00000173821', 'ENSMUSG00000070327', 'ENSGALG00000039269', 'ENSRNOG00000029658', 'ENSOCUG00000024734', 'ENSMODG00000002357', 'ENSMMUG00000005455']
['ENSG00000171246', 'ENSMUSG00000025582', 'ENSGALG00000017418', 'ENSRNOG00000003741', 'ENSOCUG00000012979', 'ENSMODG00000044342', 'ENSMMUG00000001286']
['ENSG00000141564', 'ENSMUSG00000025583', 'ENSGALG00000034210', 'ENSRNOG00000003821', 'ENSOCUG00000030263', 'ENSMODG00000002436', 'ENSMMUG00000006761']
['ENSG00000175866', 'ENSMUSG00000025372', 'ENSGALG00000042538', 'ENSRNOG00000004049', 'ENSOCUG00000022511', 'ENSMODG00000002521', 'ENSMMUG00000015512']
['ENSG00000182446', 'ENSMUSG00000039703', 'ENSGALG00000004583', 'ENSRNOG00000036698', 'ENSOCUG00000003888', 'ENSMODG00000002690', 'ENSMMUG00000001586']
['ENSG00000185105', 'ENSMUSG00000025141', 'ENSGALG00000029882', 'ENSRNOG00000036681', 'ENSOCUG00000013887', 'ENSMODG00000003130', 'ENSMMUG00000012898']
['ENSG00000169696', 'ENSMUSG00000025142', 'ENSGALG00000039172', 'ENSRNOG00000036678', 'ENSOCUG00000027059', 'ENSMODG00000046847', 'ENSMMUG00000010887']
['ENSG00000141526', 'ENSMUSG00000025161', 'ENSGALG00000002728', 'ENSRNOG00000036677', 'ENSOCUG00000027310', 'ENSMODG00000003551', 'ENSMMUG00000010121']
['ENSG00000141551', 'ENSMUSG00000025162', 'ENSGALG00000002719', 'ENSRNOG00000036676', 'ENSOCUG00000007415', 'ENSMODG00000003587', 'ENSMMUG00000018329']
['ENSG00000181396', 'ENSMUSG00000025169', 'ENSGALG00000001618', 'ENSRNOG00000036668', 'ENSOCUG00000023793', 'ENSMODG00000007122', 'ENSMMUG00000056911']
['ENSG00000169660', 'ENSMUSG00000039307', 'ENSGALG00000039839', 'ENSRNOG00000036667', 'ENSOCUG00000001897', 'ENSMODG00000007111', 'ENSMMUG00000019221']
['ENSG00000141562', 'ENSMUSG00000000056', 'ENSGALG00000001603', 'ENSRNOG00000036664', 'ENSOCUG00000024065', 'ENSMODG00000007135', 'ENSMMUG00000019224']
['ENSG00000141560', 'ENSMUSG00000039253', 'ENSGALG00000028979', 'ENSRNOG00000036660', 'ENSOCUG00000017059', 'ENSMODG00000007315', 'ENSMMUG00000014660']
['ENSG00000141556', 'ENSMUSG00000039230', 'ENSGALG00000001503', 'ENSRNOG00000036658', 'ENSOCUG00000002292', 'ENSMODG00000007372', 'ENSMMUG00000005376']
['ENSG00000141579', 'ENSMUSG00000039238', 'ENSGALG00000001518', 'ENSRNOG00000046482', 'ENSOCUG00000002305', 'ENSMODG00000007389', 'ENSMMUG00000056764']
['ENSG00000176845', 'ENSMUSG00000039208', 'ENSGALG00000028354', 'ENSRNOG00000046202', 'ENSOCUG00000014245', 'ENSMODG00000007419', 'ENSMMUG00000001111']
['ENSG00000101557', 'ENSMUSG00000047879', 'ENSGALG00000014920', 'ENSRNOG00000014981', 'ENSOCUG00000011595', 'ENSMODG00000021483', 'ENSMMUG00000004660']
['ENSG00000158270', 'ENSMUSG00000036103', 'ENSGALG00000014910', 'ENSRNOG00000016366', 'ENSOCUG00000022216', 'ENSMODG00000021481', 'ENSMMUG00000004663']
['ENSG00000141433', 'ENSMUSG00000024256', 'ENSGALG00000014858', 'ENSRNOG00000049882', 'ENSOCUG00000009463', 'ENSMODG00000046330', 'ENSMMUG00000062768']
['ENSG00000101574', 'ENSMUSG00000055660', 'ENSGALG00000014799', 'ENSRNOG00000026280', 'ENSOCUG00000022390', 'ENSMODG00000021472', 'ENSMMUG00000018950']
['ENSG00000080986', 'ENSMUSG00000024056', 'ENSGALG00000014801', 'ENSRNOG00000013727', 'ENSOCUG00000015410', 'ENSMODG00000021471', 'ENSMMUG00000018952']
['ENSG00000101596', 'ENSMUSG00000024054', 'ENSGALG00000014811', 'ENSRNOG00000014319', 'ENSOCUG00000000020', 'ENSMODG00000021469', 'ENSMMUG00000005461']
['ENSG00000132205', 'ENSMUSG00000024053', 'ENSGALG00000032997', 'ENSRNOG00000014837', 'ENSOCUG00000002553', 'ENSMODG00000021467', 'ENSMMUG00000017546']
['ENSG00000101577', 'ENSMUSG00000024052', 'ENSGALG00000014836', 'ENSRNOG00000014876', 'ENSOCUG00000009433', 'ENSMODG00000021466', 'ENSMMUG00000017548']
['ENSG00000101605', 'ENSMUSG00000024049', 'ENSGALG00000014847', 'ENSRNOG00000057701', 'ENSOCUG00000008571', 'ENSMODG00000021465', 'ENSMMUG00000019892']
['ENSG00000170579', 'ENSMUSG00000003279', 'ENSGALG00000014793', 'ENSRNOG00000016196', 'ENSOCUG00000013763', 'ENSMODG00000021461', 'ENSMMUG00000001471']
['ENSG00000198081', 'ENSMUSG00000049672', 'ENSGALG00000038340', 'ENSRNOG00000016719', 'ENSOCUG00000004131', 'ENSMODG00000021460', 'ENSMMUG00000022005']
['ENSG00000082397', 'ENSMUSG00000024044', 'ENSGALG00000038678', 'ENSRNOG00000016724', 'ENSOCUG00000021196', 'ENSMODG00000021459', 'ENSMMUG00000019418']
['ENSG00000206432', 'ENSMUSG00000095407', 'ENSGALG00000054659', 'ENSRNOG00000049880', 'ENSOCUG00000024350', 'ENSMODG00000024724', 'ENSMMUG00000055350']
['ENSG00000088756', 'ENSMUSG00000024043', 'ENSGALG00000014758', 'ENSRNOG00000017065', 'ENSOCUG00000003323', 'ENSMODG00000021455', 'ENSMMUG00000014506']
['ENSG00000101680', 'ENSMUSG00000032796', 'ENSGALG00000014615', 'ENSRNOG00000017237', 'ENSOCUG00000009424', 'ENSMODG00000021454', 'ENSMMUG00000011408']
['ENSG00000173482', 'ENSMUSG00000033278', 'ENSGALG00000031284', 'ENSRNOG00000011700', 'ENSOCUG00000016125', 'ENSMODG00000021453', 'ENSMMUG00000000768']
['ENSG00000128791', 'ENSMUSG00000024098', 'ENSGALG00000052629', 'ENSRNOG00000013340', 'ENSOCUG00000017549', 'ENSMODG00000021446', 'ENSMMUG00000052003']
['ENSG00000154845', 'ENSMUSG00000061950', 'ENSGALG00000032092', 'ENSRNOG00000013733', 'ENSOCUG00000005021', 'ENSMODG00000021444', 'ENSMMUG00000060986']
['ENSG00000154856', 'ENSMUSG00000071847', 'ENSGALG00000050840', 'ENSRNOG00000043304', 'ENSOCUG00000012217', 'ENSMODG00000021440', 'ENSMMUG00000056891']
['ENSG00000134265', 'ENSMUSG00000024581', 'ENSGALG00000013932', 'ENSRNOG00000018914', 'ENSOCUG00000012222', 'ENSMODG00000021439', 'ENSMMUG00000054422']
['ENSG00000154864', 'ENSMUSG00000041482', 'ENSGALG00000042134', 'ENSRNOG00000038784', 'ENSOCUG00000010238', 'ENSMODG00000024705', 'ENSMMUG00000057787']
['ENSG00000141404', 'ENSMUSG00000024524', 'ENSGALG00000013785', 'ENSRNOG00000010440', 'ENSOCUG00000005253', 'ENSMODG00000021434', 'ENSMMUG00000050929']
['ENSG00000154889', 'ENSMUSG00000062526', 'ENSGALG00000013794', 'ENSRNOG00000018648', 'ENSOCUG00000000107', 'ENSMODG00000021433', 'ENSMMUG00000064267']
['ENSG00000141401', 'ENSMUSG00000024525', 'ENSGALG00000013814', 'ENSRNOG00000018516', 'ENSOCUG00000017058', 'ENSMODG00000021431', 'ENSMMUG00000056345']
['ENSG00000176194', 'ENSMUSG00000024526', 'ENSGALG00000034500', 'ENSRNOG00000018505', 'ENSOCUG00000011380', 'ENSMODG00000021430', 'ENSMMUG00000060236']
['ENSG00000176014', 'ENSMUSG00000001473', 'ENSGALG00000031275', 'ENSRNOG00000018371', 'ENSOCUG00000038662', 'ENSMODG00000003363', 'ENSMMUG00000007588']
['ENSG00000141385', 'ENSMUSG00000024527', 'ENSGALG00000013853', 'ENSRNOG00000017965', 'ENSOCUG00000005079', 'ENSMODG00000021428', 'ENSMMUG00000058099']
['ENSG00000141391', 'ENSMUSG00000024530', 'ENSGALG00000013830', 'ENSRNOG00000017954', 'ENSOCUG00000022237', 'ENSMODG00000021427', 'ENSMMUG00000050745']
['ENSG00000134278', 'ENSMUSG00000024533', 'ENSGALG00000013817', 'ENSRNOG00000025324', 'ENSOCUG00000038708', 'ENSMODG00000021426', 'ENSMMUG00000061977']
['ENSG00000101624', 'ENSMUSG00000073542', 'ENSGALG00000013858', 'ENSRNOG00000021918', 'ENSOCUG00000034611', 'ENSMODG00000021424', 'ENSMMUG00000056586']
['ENSG00000175354', 'ENSMUSG00000024539', 'ENSGALG00000013867', 'ENSRNOG00000017453', 'ENSOCUG00000001758', 'ENSMODG00000021422', 'ENSMMUG00000055629']
['ENSG00000101639', 'ENSMUSG00000024542', 'ENSGALG00000035625', 'ENSRNOG00000042879', 'ENSOCUG00000012765', 'ENSMODG00000021418', 'ENSMMUG00000064902']
['ENSG00000168675', 'ENSMUSG00000024544', 'ENSGALG00000013886', 'ENSRNOG00000016879', 'ENSOCUG00000005605', 'ENSMODG00000021417', 'ENSMMUG00000004032']
['ENSG00000101654', 'ENSMUSG00000009535', 'ENSGALG00000013889', 'ENSRNOG00000016698', 'ENSOCUG00000005610', 'ENSMODG00000021415', 'ENSMMUG00000003485']
['ENSG00000067900', 'ENSMUSG00000024290', 'ENSGALG00000014922', 'ENSRNOG00000031092', 'ENSOCUG00000004848', 'ENSMODG00000021484', 'ENSMMUG00000004656']
['ENSG00000141449', 'ENSMUSG00000042942', 'ENSGALG00000014935', 'ENSRNOG00000023492', 'ENSOCUG00000010962', 'ENSMODG00000021485', 'ENSMMUG00000003974']
['ENSG00000141446', 'ENSMUSG00000024293', 'ENSGALG00000014936', 'ENSRNOG00000014031', 'ENSOCUG00000009587', 'ENSMODG00000021486', 'ENSMMUG00000012987']
['ENSG00000167088', 'ENSMUSG00000002477', 'ENSGALG00000041334', 'ENSRNOG00000013714', 'ENSOCUG00000023761', 'ENSMODG00000021487', 'ENSMMUG00000051922']
['ENSG00000158201', 'ENSMUSG00000002475', 'ENSGALG00000014938', 'ENSRNOG00000029370', 'ENSOCUG00000009176', 'ENSMODG00000021489', 'ENSMMUG00000004382']
['ENSG00000101752', 'ENSMUSG00000024294', 'ENSGALG00000014974', 'ENSRNOG00000013281', 'ENSOCUG00000005755', 'ENSMODG00000021490', 'ENSMMUG00000055822']
['ENSG00000134508', 'ENSMUSG00000040957', 'ENSGALG00000014998', 'ENSRNOG00000012795', 'ENSOCUG00000001524', 'ENSMODG00000021495', 'ENSMMUG00000005125']
['ENSG00000134490', 'ENSMUSG00000049411', 'ENSGALG00000035384', 'ENSRNOG00000023412', 'ENSOCUG00000015482', 'ENSMODG00000027607', 'ENSMMUG00000032559']
['ENSG00000101782', 'ENSMUSG00000024404', 'ENSGALG00000015004', 'ENSRNOG00000023376', 'ENSOCUG00000016820', 'ENSMODG00000021496', 'ENSMMUG00000021478']
['ENSG00000141452', 'ENSMUSG00000024410', 'ENSGALG00000033054', 'ENSRNOG00000012597', 'ENSOCUG00000009837', 'ENSMODG00000021497', 'ENSMMUG00000021480']
['ENSG00000141458', 'ENSMUSG00000024413', 'ENSGALG00000015030', 'ENSRNOG00000012016', 'ENSOCUG00000009850', 'ENSMODG00000021498', 'ENSMMUG00000021484']
['ENSG00000154065', 'ENSMUSG00000057766', 'ENSGALG00000015034', 'ENSRNOG00000011856', 'ENSOCUG00000009866', 'ENSMODG00000021499', 'ENSMMUG00000020328']
['ENSG00000053747', 'ENSMUSG00000024421', 'ENSGALG00000015056', 'ENSRNOG00000011300', 'ENSOCUG00000009869', 'ENSMODG00000021502', 'ENSMMUG00000004321']
['ENSG00000168234', 'ENSMUSG00000024424', 'ENSGALG00000015064', 'ENSRNOG00000050949', 'ENSOCUG00000017109', 'ENSMODG00000021503', 'ENSMMUG00000004343']
['ENSG00000141447', 'ENSMUSG00000044252', 'ENSGALG00000015086', 'ENSRNOG00000054058', 'ENSOCUG00000008393', 'ENSMODG00000021505', 'ENSMMUG00000004350']
['ENSG00000198795', 'ENSMUSG00000024420', 'ENSGALG00000015112', 'ENSRNOG00000016874', 'ENSOCUG00000005774', 'ENSMODG00000021509', 'ENSMMUG00000008600']
['ENSG00000141380', 'ENSMUSG00000037013', 'ENSGALG00000015119', 'ENSRNOG00000016800', 'ENSOCUG00000009081', 'ENSMODG00000021510', 'ENSMMUG00000018059']
['ENSG00000141384', 'ENSMUSG00000054321', 'ENSGALG00000015122', 'ENSRNOG00000026023', 'ENSOCUG00000005480', 'ENSMODG00000021512', 'ENSMMUG00000016190']
['ENSG00000134504', 'ENSMUSG00000036225', 'ENSGALG00000015124', 'ENSRNOG00000016467', 'ENSOCUG00000014635', 'ENSMODG00000021513', 'ENSMMUG00000004595']
['ENSG00000171885', 'ENSMUSG00000024411', 'ENSGALG00000015128', 'ENSRNOG00000016043', 'ENSOCUG00000008833', 'ENSMODG00000021514', 'ENSMMUG00000014934']
['ENSG00000154080', 'ENSMUSG00000047161', 'ENSGALG00000019489', 'ENSRNOG00000015867', 'ENSOCUG00000004444', 'ENSMODG00000021515', 'ENSMMUG00000011801']
['ENSG00000170558', 'ENSMUSG00000024304', 'ENSGALG00000015132', 'ENSRNOG00000015602', 'ENSOCUG00000003656', 'ENSMODG00000021517', 'ENSMMUG00000015178']
['ENSG00000046604', 'ENSMUSG00000044393', 'ENSGALG00000015142', 'ENSRNOG00000016526', 'ENSOCUG00000007355', 'ENSMODG00000010945', 'ENSMMUG00000021095']
['ENSG00000118276', 'ENSMUSG00000056124', 'ENSGALG00000015151', 'ENSRNOG00000015895', 'ENSOCUG00000013287', 'ENSMODG00000038728', 'ENSMMUG00000016674']
['ENSG00000153339', 'ENSMUSG00000033382', 'ENSGALG00000015157', 'ENSRNOG00000022202', 'ENSOCUG00000013300', 'ENSMODG00000010874', 'ENSMMUG00000018006']
['ENSG00000197705', 'ENSMUSG00000042514', 'ENSGALG00000036969', 'ENSRNOG00000015418', 'ENSOCUG00000008583', 'ENSMODG00000010808', 'ENSMMUG00000008190']
['ENSG00000141431', 'ENSMUSG00000045215', 'ENSGALG00000015196', 'ENSRNOG00000015383', 'ENSOCUG00000010832', 'ENSMODG00000010795', 'ENSMMUG00000014451']
['ENSG00000101746', 'ENSMUSG00000041923', 'ENSGALG00000015198', 'ENSRNOG00000014775', 'ENSOCUG00000007908', 'ENSMODG00000010764', 'ENSMMUG00000017276']
['ENSG00000134769', 'ENSMUSG00000024302', 'ENSGALG00000015211', 'ENSRNOG00000016671', 'ENSOCUG00000003773', 'ENSMODG00000010667', 'ENSMMUG00000003302']
['ENSG00000207797', 'ENSMUSG00000065532', 'ENSGALG00000018285', 'ENSRNOG00000035521', 'ENSOCUG00000018225', 'ENSMODG00000022390', 'ENSMMUG00000027111']
['ENSG00000141425', 'ENSMUSG00000040446', 'ENSGALG00000013129', 'ENSRNOG00000016036', 'ENSOCUG00000008096', 'ENSMODG00000000399', 'ENSMMUG00000018777']
['ENSG00000141424', 'ENSMUSG00000024270', 'ENSGALG00000013209', 'ENSRNOG00000028703', 'ENSOCUG00000000692', 'ENSMODG00000000476', 'ENSMMUG00000018784']
['ENSG00000134759', 'ENSMUSG00000024271', 'ENSGALG00000039034', 'ENSRNOG00000015301', 'ENSOCUG00000000697', 'ENSMODG00000000436', 'ENSMMUG00000018785']
['ENSG00000075643', 'ENSMUSG00000039616', 'ENSGALG00000013149', 'ENSRNOG00000015113', 'ENSOCUG00000000703', 'ENSMODG00000000387', 'ENSMMUG00000018791']
['ENSG00000134775', 'ENSMUSG00000034295', 'ENSGALG00000013124', 'ENSRNOG00000027230', 'ENSOCUG00000000706', 'ENSMODG00000000359', 'ENSMMUG00000006862']
['ENSG00000078142', 'ENSMUSG00000033628', 'ENSGALG00000035773', 'ENSRNOG00000017840', 'ENSOCUG00000009451', 'ENSMODG00000000219', 'ENSMMUG00000014553']
['ENSG00000152214', 'ENSMUSG00000057455', 'ENSGALG00000033353', 'ENSRNOG00000017568', 'ENSOCUG00000003652', 'ENSMODG00000000206', 'ENSMMUG00000038452']
['ENSG00000132872', 'ENSMUSG00000024261', 'ENSGALG00000042626', 'ENSRNOG00000017333', 'ENSOCUG00000009669', 'ENSMODG00000000187', 'ENSMMUG00000017016']
['ENSG00000152217', 'ENSMUSG00000024548', 'ENSGALG00000036775', 'ENSRNOG00000016208', 'ENSOCUG00000009706', 'ENSMODG00000003078', 'ENSMMUG00000004997']
['ENSG00000152229', 'ENSMUSG00000025429', 'ENSGALG00000040136', 'ENSRNOG00000016987', 'ENSOCUG00000000324', 'ENSMODG00000003193', 'ENSMMUG00000003566']
['ENSG00000141622', 'ENSMUSG00000025427', 'ENSGALG00000031018', 'ENSRNOG00000048824', 'ENSOCUG00000011801', 'ENSMODG00000003260', 'ENSMMUG00000017243']
['ENSG00000167210', 'ENSMUSG00000032818', 'ENSGALG00000037829', 'ENSRNOG00000017410', 'ENSOCUG00000033989', 'ENSMODG00000003285', 'ENSMMUG00000017246']
['ENSG00000167216', 'ENSMUSG00000025420', 'ENSGALG00000041882', 'ENSRNOG00000017788', 'ENSOCUG00000006971', 'ENSMODG00000003358', 'ENSMMUG00000015952']
['ENSG00000167220', 'ENSMUSG00000025421', 'ENSGALG00000034801', 'ENSRNOG00000043171', 'ENSOCUG00000006979', 'ENSMODG00000044379', 'ENSMMUG00000010999']
['ENSG00000215474', 'ENSMUSG00000091519', 'ENSGALG00000051844', 'ENSRNOG00000018006', 'ENSOCUG00000027573', 'ENSMODG00000003381', 'ENSMMUG00000048459']
['ENSG00000184828', 'ENSMUSG00000044646', 'ENSGALG00000033408', 'ENSRNOG00000047924', 'ENSOCUG00000022348', 'ENSMODG00000003412', 'ENSMMUG00000015704']
['ENSG00000141627', 'ENSMUSG00000035765', 'ENSGALG00000037426', 'ENSRNOG00000018425', 'ENSOCUG00000015851', 'ENSMODG00000003506', 'ENSMMUG00000001760']
['ENSG00000101670', 'ENSMUSG00000053846', 'ENSGALG00000043734', 'ENSRNOG00000018694', 'ENSOCUG00000013471', 'ENSMODG00000003564', 'ENSMMUG00000019054']
['ENSG00000167315', 'ENSMUSG00000036880', 'ENSGALG00000031142', 'ENSRNOG00000013766', 'ENSOCUG00000016540', 'ENSMODG00000003595', 'ENSMMUG00000003040']
['ENSG00000091157', 'ENSMUSG00000040560', 'ENSGALG00000032776', 'ENSRNOG00000018387', 'ENSOCUG00000002512', 'ENSMODG00000020452', 'ENSMMUG00000012916']
['ENSG00000119547', 'ENSMUSG00000045991', 'ENSGALG00000035751', 'ENSRNOG00000052665', 'ENSOCUG00000021525', 'ENSMODG00000020448', 'ENSMMUG00000023218']
['ENSG00000134440', 'ENSMUSG00000024587', 'ENSGALG00000040506', 'ENSRNOG00000017852', 'ENSOCUG00000003025', 'ENSMODG00000020445', 'ENSMMUG00000019974']
['ENSG00000081923', 'ENSMUSG00000039529', 'ENSGALG00000030834', 'ENSRNOG00000024952', 'ENSOCUG00000009625', 'ENSMODG00000020443', 'ENSMMUG00000019976']
['ENSG00000198796', 'ENSMUSG00000032845', 'ENSGALG00000054655', 'ENSRNOG00000017421', 'ENSOCUG00000012324', 'ENSMODG00000020435', 'ENSMMUG00000006635']
['ENSG00000172175', 'ENSMUSG00000032688', 'ENSGALG00000030063', 'ENSRNOG00000017181', 'ENSOCUG00000007831', 'ENSMODG00000020434', 'ENSMMUG00000014235']
['ENSG00000134443', 'ENSMUSG00000024517', 'ENSGALG00000040959', 'ENSRNOG00000016999', 'ENSOCUG00000009211', 'ENSMODG00000025618', 'ENSMMUG00000007584']
['ENSG00000166569', 'ENSMUSG00000024519', 'ENSGALG00000038426', 'ENSRNOG00000016928', 'ENSOCUG00000003194', 'ENSMODG00000043324', 'ENSMMUG00000041950']
['ENSG00000074695', 'ENSMUSG00000041891', 'ENSGALG00000034821', 'ENSRNOG00000024470', 'ENSOCUG00000003199', 'ENSMODG00000020424', 'ENSMMUG00000007580']
['ENSG00000183287', 'ENSMUSG00000046318', 'ENSGALG00000027785', 'ENSRNOG00000024536', 'ENSOCUG00000003209', 'ENSMODG00000020423', 'ENSMMUG00000010402']
['ENSG00000166603', 'ENSMUSG00000047259', 'ENSGALG00000012907', 'ENSRNOG00000018692', 'ENSOCUG00000025457', 'ENSMODG00000025063', 'ENSMMUG00000017258']
['ENSG00000101542', 'ENSMUSG00000050840', 'ENSGALG00000012906', 'ENSRNOG00000014556', 'ENSOCUG00000014561', 'ENSMODG00000004905', 'ENSMMUG00000001713']
['ENSG00000176641', 'ENSMUSG00000047496', 'ENSGALG00000028822', 'ENSRNOG00000014859', 'ENSOCUG00000017018', 'ENSMODG00000025062', 'ENSMMUG00000041998']
['ENSG00000197563', 'ENSMUSG00000056536', 'ENSGALG00000012903', 'ENSRNOG00000014866', 'ENSOCUG00000005271', 'ENSMODG00000004956', 'ENSMMUG00000002204']
['ENSG00000134444', 'ENSMUSG00000026319', 'ENSGALG00000012898', 'ENSRNOG00000015508', 'ENSOCUG00000005291', 'ENSMODG00000005059', 'ENSMMUG00000002209']
['ENSG00000141655', 'ENSMUSG00000026321', 'ENSGALG00000045642', 'ENSRNOG00000015615', 'ENSOCUG00000005308', 'ENSMODG00000005072', 'ENSMMUG00000002210']
['ENSG00000141664', 'ENSMUSG00000038866', 'ENSGALG00000012889', 'ENSRNOG00000002882', 'ENSOCUG00000012130', 'ENSMODG00000005101', 'ENSMMUG00000004434']
['ENSG00000081913', 'ENSMUSG00000044340', 'ENSGALG00000012888', 'ENSRNOG00000002821', 'ENSOCUG00000015736', 'ENSMODG00000005218', 'ENSMMUG00000005145']
['ENSG00000171791', 'ENSMUSG00000057329', 'ENSGALG00000012885', 'ENSRNOG00000002791', 'ENSOCUG00000025312', 'ENSMODG00000005242', 'ENSMMUG00000059194']
['ENSG00000119537', 'ENSMUSG00000009905', 'ENSGALG00000012882', 'ENSRNOG00000002781', 'ENSOCUG00000014159', 'ENSMODG00000005258', 'ENSMMUG00000006578']
['ENSG00000119541', 'ENSMUSG00000009907', 'ENSGALG00000012879', 'ENSRNOG00000002705', 'ENSOCUG00000007150', 'ENSMODG00000005285', 'ENSMMUG00000021184']
['ENSG00000206075', 'ENSMUSG00000067006', 'ENSGALG00000012873', 'ENSRNOG00000002640', 'ENSOCUG00000016787', 'ENSMODG00000005296', 'ENSMMUG00000014182']
['ENSG00000206072', 'ENSMUSG00000026327', 'ENSGALG00000012872', 'ENSRNOG00000002583', 'ENSOCUG00000009148', 'ENSMODG00000005438', 'ENSMMUG00000008737']
['ENSG00000242550', 'ENSMUSG00000092572', 'ENSGALG00000019552', 'ENSRNOG00000002417', 'ENSOCUG00000007795', 'ENSMODG00000005460', 'ENSMMUG00000016618']
['ENSG00000081138', 'ENSMUSG00000026312', 'ENSGALG00000013782', 'ENSRNOG00000032490', 'ENSOCUG00000015600', 'ENSMODG00000021410', 'ENSMMUG00000000576']
['ENSG00000071991', 'ENSMUSG00000047216', 'ENSGALG00000013775', 'ENSRNOG00000029841', 'ENSOCUG00000017601', 'ENSMODG00000021408', 'ENSMMUG00000013529']
['ENSG00000171451', 'ENSMUSG00000038702', 'ENSGALG00000042505', 'ENSRNOG00000032307', 'ENSOCUG00000010669', 'ENSMODG00000021407', 'ENSMMUG00000042864']
['ENSG00000166479', 'ENSMUSG00000024614', 'ENSGALG00000013757', 'ENSRNOG00000045740', 'ENSOCUG00000005000', 'ENSMODG00000021402', 'ENSMMUG00000017728']
['ENSG00000206052', 'ENSMUSG00000073514', 'ENSGALG00000013753', 'ENSRNOG00000038190', 'ENSOCUG00000001830', 'ENSMODG00000025621', 'ENSMMUG00000018275']
['ENSG00000176225', 'ENSMUSG00000023066', 'ENSGALG00000013745', 'ENSRNOG00000038200', 'ENSOCUG00000001384', 'ENSMODG00000021398', 'ENSMMUG00000010169']
['ENSG00000170677', 'ENSMUSG00000056153', 'ENSGALG00000013731', 'ENSRNOG00000038212', 'ENSOCUG00000001076', 'ENSMODG00000021396', 'ENSMMUG00000058184']
['ENSG00000141668', 'ENSMUSG00000024647', 'ENSGALG00000028682', 'ENSRNOG00000013654', 'ENSOCUG00000004173', 'ENSMODG00000012418', 'ENSMMUG00000010417']
['ENSG00000166342', 'ENSMUSG00000050321', 'ENSGALG00000041184', 'ENSRNOG00000014006', 'ENSOCUG00000007675', 'ENSMODG00000012411', 'ENSMMUG00000020595']
['ENSG00000141665', 'ENSMUSG00000034391', 'ENSGALG00000013720', 'ENSRNOG00000038225', 'ENSOCUG00000011641', 'ENSMODG00000012399', 'ENSMMUG00000023298']
['ENSG00000166347', 'ENSMUSG00000024646', 'ENSGALG00000013708', 'ENSRNOG00000015205', 'ENSOCUG00000016235', 'ENSMODG00000012386', 'ENSMMUG00000013607']
['ENSG00000206043', 'ENSMUSG00000117781', 'ENSGALG00000044510', 'ENSRNOG00000038241', 'ENSOCUG00000029434', 'ENSMODG00000012384', 'ENSMMUG00000020905']
['ENSG00000187773', 'ENSMUSG00000047992', 'ENSGALG00000013703', 'ENSRNOG00000015448', 'ENSOCUG00000003995', 'ENSMODG00000012378', 'ENSMMUG00000015702']
['ENSG00000133313', 'ENSMUSG00000024644', 'ENSGALG00000019514', 'ENSRNOG00000015591', 'ENSOCUG00000004001', 'ENSMODG00000012371', 'ENSMMUG00000053517']
['ENSG00000150656', 'ENSMUSG00000056162', 'ENSGALG00000013697', 'ENSRNOG00000027739', 'ENSOCUG00000004008', 'ENSMODG00000012366', 'ENSMMUG00000008942']
['ENSG00000215421', 'ENSMUSG00000048410', 'ENSGALG00000036128', 'ENSRNOG00000043357', 'ENSOCUG00000004015', 'ENSMODG00000012332', 'ENSMMUG00000008945']
['ENSG00000180011', 'ENSMUSG00000049090', 'ENSGALG00000022882', 'ENSRNOG00000016239', 'ENSOCUG00000008234', 'ENSMODG00000012320', 'ENSMMUG00000014915']
['ENSG00000179981', 'ENSMUSG00000046982', 'ENSGALG00000013672', 'ENSRNOG00000016246', 'ENSOCUG00000008235', 'ENSMODG00000012317', 'ENSMMUG00000014916']
['ENSG00000101493', 'ENSMUSG00000058881', 'ENSGALG00000013660', 'ENSRNOG00000016258', 'ENSOCUG00000001591', 'ENSMODG00000012315', 'ENSMMUG00000017408']
['ENSG00000130856', 'ENSMUSG00000041258', 'ENSGALG00000013657', 'ENSRNOG00000016303', 'ENSOCUG00000009378', 'ENSMODG00000012304', 'ENSMMUG00000011329']
['ENSG00000197971', 'ENSMUSG00000041607', 'ENSGALG00000013640', 'ENSRNOG00000016516', 'ENSOCUG00000025487', 'ENSMODG00000012291', 'ENSMMUG00000011333']
